emails,target
"Subject: de la part des enfants ama
rue des martyrs , avenue delafosse
01 b p 124 abidjan 01
republique de cote d ' ivoire
contact : ( 00225 ) 05 80 75 51
proposition d ? affaires
bonjour ,
avec respect et humilit? , j ? ai d?cid? de vous informer
d ? une proposition d ? affaires qui sera tr?s b?n?fique
pour nous deux .
je me nomme ama marie , la fille de feu
chef ama thomas , assassin? par les forces rebelles .
avant sa mort , mon p?re ?tait un homme d ' affaire et directeur de la soci?t? de caf? - cacao .
deux jours avant son assassinat , mon p?re
s ? est arrang? pour nous remettre mon fr?re et moi
des documents qui prouve qu ? il a d?pos? une somme d ? argent d ? une valeur ( de 5 million de dollars ) dans une soci?t? de banque ici en cote d ' ivoire .
nous voulons prendre possession de cet argent qui fait partir de notre h?ritage .
mais pour le faire j ? aurais besoin de la collaboration d ? un partenaire ?tranger .
et c ? est ce partenaire qui pourra m ' aider .
ainsi je pourrais , venir dans votre pays pour
continuer mes ?tudes .
n ? ayez pas d ? inqui?tude , car tous les documents
relatifs ? ce tr?sor sont entre mes mains . de m?me que
l ? adresse de la soci?t? de banque . j ? attends
seulement votre accord pour vous les remettre .
si tout se passe comme pr?vu vous recevez 15 % de la
somme totale . nous nous sommes mis d ? accord aussi
pour vous donner 5 % de la valeur du tr?sor pour
rembourser les d?penses que vous aurez engag?s pendant
la transaction .
maintenant que vous avez compris le sens de notre
proposition , je souhaite que tout se passe vite . car
le temps n ? est pas ? notre faveur . ce que nous
exigeons de vous c ? est la fid?lit? et la confiance .
ama marie et son fr?re ama jules .
merci que dieu vous benisse
contact : ( 00225 ) 05 80 75 51",1
"Subject: hl & p flow
janet . attached are the most recent numbers .",0
"Subject: access to research project tracking database
kevin kindall brought to my attention that a number of new members in the
group may need to get access to the research projects tracking database in
lotus notes . access can be requested through use of the secutity resource
request form accessed from lotus notes . just submit the form requesting
that you be added as a user of the research group ' s research projects
tracking database .
thanks ,
- - stinson",0
"Subject: soldout viagra for only 0 . 78 $ per pill and cheap cialis
save 70 %
shipped worldwide
zocor
viagra
cialis
$ 1 . 89
$ 0 . 78
$ 3 . 00
soma
lipitor
levitra
$ 1 . 22
$ 1 . 89
$ 1 . 00
meridia
ultram
soma
$ 1 . 11
$ 1 . 11
$ 1 . 22
see our full offer
no more
",1
"Subject: can we go over mamie ' s budget today ?
get hard in 60 seconds or less !
enter here .
for email
removal ,
go here .
patentee slow staley month far immovable glory alive kronecker pax doleful opulent .
crs international exports inc
south tank st . # 9633 belize city , belize
coed bobolink avenue amazon derive federal correct lengthwise lyricism vito deductible divine labour decile threw manipulable breadth cord culver pigging revulsion discern brahmsian rune doom papaw .
",1
"Subject: re : european energy 2000 , april , amsterdam
angela ,
no problem . i shall be glad to do it .
happy holidays if i don ' t hear from you .
vince
"" angela adedeji "" on 12 / 14 / 99 12 : 00 : 40 pm
please respond to "" angela adedeji ""
to : vince j kaminski / hou / ect @ ect
cc :
subject : european energy 2000 , april , amsterdam
hi vince
re : european energy 2000 , 3 & 4 april , amsterdam
i hope all is well . i wondered whether or not you would be interested in
chairing the stream of your talk ?
i look forward to hearing from you soon .
kind regards
angela
- attl . htm",0
"Subject: wti simulation presentation - the latest
john ,
this is the updated presentation for the open - close assumption .
i will finish the close - close ( continuous trading ) case .
zimin",0
"Subject: $ 31446
hi ,
we sent you an email a while ago , because you now qualify for a new mortgage .
you could get $ 300 , 000 for as little as $ 700 a month !
bad credit is no problem , you can pull cash out or refinance .
please click on this link for free consultation :
http : / / cash - market . info / p 3 / li . php ? weo = 71
best regards ,
jamie higgs
- - - - system information - - - -
resulting provides but formats requires navigational international maintaining
method interoperate i - 025 : web hidden presentation pattern requests
consistent dealing function holidays january javautillocale using note
",1
"Subject: re : counties / meter types for gemc and midcon tx
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 12 / 23 / 99 12 : 42
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
faye ellis @ ect
12 / 23 / 99 12 : 37 pm
to : ami chokshi / corp / enron @ enron
cc :
subject : re : counties / meter types for gemc and midcon tx
fyi . . .
the online notification will go back to stacy , since she submitted the
requests , therefore i am sending you the following :
gulf energy meters :
meter # facility type flow direction description
19 - 1043 - 00 pool both e . mcfaddin
29320 pool both tejas plant
31 - 504 - 04 pool both trevino plant
440 - 552 pool both garza plant
440 - 557 pool both haynes plant
440 - 559 pool both comitas south
440 - 565 pdc receipt jennings 63 plant
midcon texas meters :
meter # facility type flow direction description
446 pool both jennings ranch
5553 pdc receipt greta / roc
5576 gpo receipt hall plant
faye
from : ami chokshi @ enron 12 / 23 / 99 11 : 34 am
to : faye ellis / hou / ect @ ect
cc :
subject : re : counties / meter types for gemc and midcon tx
gulf energy counties
all of the gulf energy meters are in zapata county .
midcon tx
hall plant and jennings are in zapata county
greta / tom o ' connor is in refugio county",0
"Subject: new nat gas delivery location
ed and elsa
here ' s is some suggested language , based upon our conversation . please
review and offer comments .
fyi : all new trade components ( i . e . delivery location ) require the review of
legal , david forster and marcello romano for approval .
the transaction is for delivery of pool gas via the houston pipe line
company , as scheduled by the counterparty , to either ( i ) houston ship channel
zone 10 , meter # 7342 or ( ii ) houston ship channel zone 10 at any one of the
following points : brandywine ( meter # 1505 ) ; destec enerfin ( meter # 1563 ) ;
dupont ( meter # 1019 ) ; equistar ( meter # 1373 ) ; ethyl ( albemarle ) ( meter #
1188 ) ; exxon ( meter # 1031 ) ; georgia gulf corp . ( meter # 713 ) ; phibro energy
inc . ( valero ref . ) ( meter # 1394 ) ; shell east ( meter # 1060 ) ; occidental
battleground ( meter # 1485 ) ; igs dodge street ( meter # 1508 ) ; millennium
petro polymer ( meter # 1553 ) .
dale
- - - - - - - - - - - - - - - - - - - - - - forwarded by dale neuner / hou / ect on 12 / 27 / 99 03 : 54 pm
- - - - - - - - - - - - - - - - - - - - - - - - - - -
dale neuner on 12 / 22 / 99 10 : 15 : 15 am
to : elsa villarreal / hou / ect @ ect , daren j farmer / hou / ect @ ect , elizabeth l
hernandez / hou / ect @ ect
cc : jennifer deboisblanc denny / hou / ect @ ect , marcello romano / lon / ect @ ect ,
david forster / lon / ect @ ect
subject : new nat gas delivery location
pursuant to our recent confirmation i have drafted some suggested language
for the houston ship channel pooling point :
abbreviation : hpl - hsc
sort code : [ tbd ]
description : the transaction is for delivery via the houston pipe line
company to the houston ship channel , zone 10 .
elsa and darren ; please approve or offer comments regarding the content of
description .",0
"Subject: hpl nom for march 13 , 2001
( see attached file : hplno 313 . xls )
- hplno 313 . xls",0
"Subject: [ ilug ] manuel oko
attn : sir / madan
strictly confidential .
i am pleased to introduce myself to you . my name is mr . manuel oko a native of south africa and a senior employee of mines and natural resources department currently on a trainning course in holland for few months .
i am writing this letter to request your assistance in order to redeem an investment with the south african mining corporation . the said investment , now valued at ( $ 15 . 5 million dollars ) fifteen million , five hundred thousand dollars only was purchased by lucio harper and contracted out to the south african mining corporation in 1977 now recognised as mines and natural resources department . this redeemable investment interest , has now matured since march last year .
since march last year , several attempts have been made to contact lucio harper without success and there is no way to contact any of his close relatives in whose favour the investment cash value can be paid .
since we have access to all lucio harper ' s information , we can claim this money with the help of my partners with the south african mines and natural resources department . all we have to do is to file claim using you as lucio harper ' s relative .
i will like to assure you that there is absolutely nothing to worry about , because it is perfectly safe with no risk involved . please ensure to keep this matter strictly confidential . my partner will file a claim for this money on your behalf from the southafrican mining corporation . when the claim is approved , you as the beneficiary
will be paid ( 25 % ) of the total amouth .
since this money can be paid directly into any bank account of your choice , you have responsibility to ensure that my partner and ireceive ( 70 % ) of the total amouth . while the balance ( 5 % ) will be set aside for any unforseen expenses in the cause of transfering this money .
i will appreciate if you can give your assurance and guarantee that our share will be well secured . please for the sake of confidentiality , reach me on my e - mail address : manuelokol 000 @ netscape . net . please let me know if this proposal is acceptable to you . kindly reach me immediately with any of the stated contact addresses so that better clearifications
relating to the transaction will be explained to you .
truly yours
manuel oko
- -
irish linux users ' group : ilug @ linux . ie
http : / / www . linux . ie / mailman / listinfo / ilug for ( un ) subscription information .
list maintainer : listmaster @ linux . ie",1
"Subject: reply
daren ,
thank you for the comments . the feeling is mutual .
ken
- attl . htm",0
"Subject: miscellaneous
- - - - - - - - - - - - - - - - - - - - - - forwarded by ami chokshi / corp / enron on 12 / 17 / 99 03 : 46
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
dscottl @ . com on 12 / 17 / 99 03 : 34 : 44 pm
to : ami chokshi / corp / enron @ enron
cc :
subject : miscellaneous
sorry i ' m just now getting back to you . here are some answers to your
questions .
waskom is a field in east texas ( harrison county ) where we purchase gas from
pennzenergy at the bryson c . p . and jeter # 2 wells . the gas is termed up to
new
waskom gas gathering ( nwgg ) through june 2001 ( the term of the pennzenergy
purchase ) . we then buy the gas back from nwgg into our tetco east texas pool
. . . also termed up through 6 / 01 .
virginia field used to be associated with ngpl , but several years ago
pennzenergy worked out a processing arrangement with corpus christi gas
gathering , so the gas is now termed up with ccgm through 6 / 01 . . . priced off
of
the houston ship channel .
jennings ranch used to flow into ngpl through a gathering line , but a couple
of
years ago ngpl sold that line to midcon texas , so we now handle it as another
midcon texas property . sometimes we sell it at the meter to midcon texas
( kn ) ,
and sometimes we ship it through midcon to our ngpl south texas pool .
carthage : altra picks up their gas in their cartwheel agreement . the
agreement we nominate on is also a cartwheel agreement . it is not much
different than a hub agreement , except it allows title tracking . tgt on the
whiteboard refers to texas gas . . . east ohio takes their gas into texas gas on
a couple of different transport contracts .
let me know if you have more questions .
david",0
"Subject: proposed bonuses
greg ,
these are proposed bonuses :
managers :
superior
1 . ravi thuraisingham 40 k
2 . ronnie chahal 40 k
3 . amitava dhar 40 k
excellent
1 . osman sezgen 35 k
2 . tanya tamarchenko 35 k
3 . joe hrgovcic 30 k
4 . vincent tang 30 k
directors :
superior
1 . mike roberts 100 k
2 . krishnarao pinnamaneni 60 k
excellent
1 . zimin lu 50 k
2 . maureen raymond 40 k
assistants :
1 . shirley crenshaw 6 k
2 . robert moore 5 k
you already have the vp numbers .
vince",0
"Subject: make a fortune on ebay 24772
ebay - # 1 rated work at home business
opportunity
- pc magazine
fortunes are literally being made in
this great new marketplace !
over $ 9 billion
in merchandise was sold on ebay in 2001 by people just like you
- right from their homes .
now you too can learn the secrets of successful
selling on ebay and make a staggering income from the
comfort of your own home . if you are motivated , capable
of having an open mind , and can follow simple directions , then
visit us here .
we are strongly against sending unsolicited
emails to those who do not wish to receive our special mailings . you have
opted in to one or more of our affiliate sites requesting to be notified
of any special offers we may run from time to time . we also have attained
the services of an independent 3 rd party to overlook list management and
removal services . this is not unsolicited email . if you do not wish to
receive further mailings , please go
here to be removed from the list . please accept our apologies if you
have been sent this email in error .
charset = iso - 8859 - 1 "" >
",1
"Subject: huge savings on phentermine - all meds delivered overnight
up to 80 % savings on xanax , valium , phentermine , viagra
here
for
email removal , go here .
satisfaction grackle sidelong kill placeable alistair tyrannic auxiliary continua gloat regret swelt terramycin isaiah entice betel climatic sepuchral
bze international imports inc
north front st . # 1831 belize city , belize
compass lessen brandeis dowry oppose desuetude hampshire collocation could decaffeinate depose godparent stolid hornblende methuen admitted labradorite committable
revocable blank aphasia lund diameter lincoln revise cometh forensic britannic dune palliate sausage churn whee carleton angling defendantgreenery soya almagest cocky grubby sticktight begin mackenzie capricorn bay mode turtleback akers englander yugoslav benzedrine catnip dodson anabaptist mallory colgate debby puke rye lighten irrational chisel cattail warren bilinear antisemite quotation umber conformation kangaroo vicarious bess betray installation napoleon barley cancerous argillaceous decertify voiceband bowfin ami durable tackle redtop carfare brookside cartographer transient flaunt divert pestle academic braggart blocky kitchen connie wrath",1
"Subject: new pc
lyn :
can you tell me the status on this order ? alex is really feeling the pinch
for this
new computer .
thanks !
shirley
3 - 5290
- - - - - - - - - - - - - - - - - - - - - - forwarded by shirley crenshaw / hou / ect on 01 / 12 / 2000
08 : 32 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
shirley crenshaw
01 / 07 / 2000 01 : 49 pm
to : lyn malina / hou / ect @ ect
cc : william smith / corp / enron @ enron , vince j kaminski / hou / ect @ ect , alex
huang / corp / enron @ enron
subject : new pc
hi lyn :
alex huang has requested a new pc and vince kaminski has ok ' d it . please
order the computer as listed below in alex ' s request .
thanks !
shirley
3 - 5290
- - - - - - - - - - - - - - - - - - - - - - forwarded by shirley crenshaw / hou / ect on 01 / 07 / 2000
01 : 48 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
vince j kaminski
01 / 07 / 2000 12 : 12 pm
to : shirley crenshaw / hou / ect @ ect
cc : vince j kaminski / hou / ect @ ect , grant masson / hou / ect @ ect , alex
huang / corp / enron @ enron
subject : new pc
shirley ,
ok .
vince
- - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 01 / 07 / 2000
12 : 02 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
alex huang @ enron
01 / 07 / 2000 08 : 28 am
to : shirley crenshaw / hou / ect @ ect
cc : vince j kaminski / hou / ect @ ect , grant masson / hou / ect @ ect
subject : new pc
hi shirley ,
i would like to request for a new pc . my current pc is quite old with not
enough memory . twice
i ran out of memory and had to have it people coming to clean it for me .
their suggestion is
to either get a new hard drive or a new pc . given that dell has pentiumc iii
processor at 800 mhz
on market , i would like to request a pc with process at 500 mhz or higher
level .
thank you very much .
best ,
alex",0
"Subject: 12 / 99 k ' s needed and 1 / 2000 k ' s needed
daren , can you help me with placing k ' s @ the below listed meters ? i don ' t
know if these deals should be rolled or if new ones were set up .
i ' ll need a k @ each specified meter for the month following the noted month
that had a k @ it .
thanks in advance for your help .
- jackie -
3 - 9497
98 - 1534 ( delivery ) last flowed w / a k was 12 / 99 on 215 k sitara # 95541 ( stop
date 12 / 99 )
98 - 6563 ( receipt ) last flowed w / a k wasl 1 / 99 on 203 k sitara # 26511 , then new
sitara # 130913 ( which was killed ) evergreen was checked on this one .
98 - 6614 ( receipt ) sitara # 130917 - this deal ' s stop date is 2 / 29 / 2000 . the
deal amount is for 1487 mmbtu ' s but the estimated vols . are "" 0 "" . did not
want to change anything in sitara without your knowledge .
98 - 9758 ( receipt ) last flowed w / a k was 12 / 99 on 96026573 sitara # 133088 ( stop
date 12 / 99 ) evergreen was checked on this one .
98 - 9651 ( receipt ) last flowed w / a k was 12 / 99 on 96026573 sitara # 51491 ( stop
date 12 / 99 ) new deal # 136744 ( deal killed )
98 - 9789 ( receipt ) last flowed w / a k was 11 / 99 on 012 - 41500 - 02 - 203 sitara
# 108246 ( stop date 11 / 99 )
98 - 5789 ( receipt ) last flowed w / a k was 12 / 99 on 96026573 sitara # 26569
( stop date 12 / 99 )
98 - 6855 ( receipt ) last flowed w / a k was 12 / 99 on 215 k sitara # 94120 ( stop
date 12 / 99 )
98 - 6725 ( receipt ) last flowed w / a kwas 12 / 99 on 215 k sitara # 138332 ( stop
date 12 / 99 )
98 - 9676 ( receipt ) last flowed w / a k was 12 / 99 on 215 k sitara # 95912 ( stop
date 12 / 99 )
98 - 4548 ( receipt ) last flowed w / a k was 12 / 99 on 96026573 sitara # 94147 ( stop
date 12 / 99 )",0
"Subject: new pc with two 128 mb of ram
shirley ,
is this an upgrade for maureen ?
vince
- - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 12 / 18 / 2000
03 : 58 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
from : felix buitron jr . / enron @ enronxgate on 12 / 18 / 2000 02 : 27 pm
to : vince j kaminski / hou / ect @ ect
cc : shirley crenshaw / hou / ect @ ect
subject : new pc with two 128 mb of ram
vince , i have your new pc . i will get with you when i ' m done to schedule a
delivery time . i will need your network and notes password to test your apps .
thanks ,
felix",0
"Subject: fw : enron contact info
vince and jeff . . . the following is "" fyi "" . . . my assistant is working on the
flight arrangements . also , "" fyi "" , the doubletree and other downtown hotels
were entirely , or mostly , sold out , but my assistant found a good rate at the
warwick [ $ 115 ] by herman park , where everyone will be ' housed ' in the same
location for one night - - i also think this location is a good ' houston - sell ' .
dinner is scheduled for 7 thursday evening at churrasco ' s , and my group is
arranging the "" tourenron "" - - breaking this group into 2 . [ fyi : the energy club
from smu ( another skilling alma mater ) had long ago also schedule a tour that
day , so we ' ll have 19 from smu and 18 from wharton on the same day . . . but so
far , all seems manageable . ]
as "" tour times "" are set , and business unit interview requests are received
from the students , i ' ll keep you posted .
thanks !
- - christie .
- - - - - - - - - - - - - - - - - - - - - - forwarded by christie patrick / hou / ect on 12 / 19 / 2000
05 : 30 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
fap on 12 / 19 / 2000 01 : 49 : 52 pm
to : "" ' christie . patrick @ enron . com ' "" ,
"" ' melinda . mccarthy @ enron . com ' ""
cc : fap
subject : fw : enron contact info
christie ( melinda and / or marie )
all contact info is listed below by team and project , as well as faculty , ta
and others . those with ( * ) will be traveling to houston . i have a total of
18 attending .
according to my records , the following will stay beyond the friday departure
( at their own expense ) and leave houston on sunday , 21 jan : heather thorne ,
jack rejtman , deepa mallik , donna piazze . dennis feerick would like to
depart on sat am , if possible . he sent a separate email addressing this .
enron 1 * vincent chen
vincent . chen . wgo 2 @ wharton . upenn . edu
enron 1 * nick levitt
nicholas . levitt . wgo 2 @ wharton . upenn . edu ( wholesale project )
enron 1 * deepa mallik mallikd @ wharton . upenn . edu
enron 1 * jack rejtman
jack . rejtman . wgo 2 @ wharton . upenn . edu
enron 1 * kim whitsel whitselk @ wharton . upenn . edu
* * * team contact
enron 1 * tulika bhalla
bhallat @ wharton . upenn . edu
enron 2 * jaideep singh
singhjai @ wharton . upenn . edu
enron 2 * edson otani edsono @ wharton . upenn . edu
enron 2 * joshua leventhal levent 86 @ wharton . upenn . edu
* * * team contact
enron 2 * pat henahan mhenahan @ wharton . upenn . edu
( future shape of energy markets project )
enron 2 murat camoglu camoglum @ wharton . upenn . edu
enron 2 * gustavo palazzi gustavop @ wharton . upenn . edu
enron 3 * clay degiacinto
enron 3 * steve lessar
stephen . lessar . wgo 2 @ wharton . upenn . edu
enron 3 * ram vittal mvittal @ wharton . upenn . edu
* * * team contact
enron 3 jason cummins marc . cummins . wgo 2 @ wharton . upenn . edu
( retail project )
enron 3 * omar bassel bassalo @ wharton . upenn . edu
enron 3 * dennis feerick
dennis . feerick . wgo 2 @ wharton . upenn . edu
professors : louis thomas thomas @ wharton . upenn . edu
keith weigelt weigelt @ wharton . upenn . edu
ta : heather thorne hethorne @ wharton . upenn . edu *
fap : donna piazze piazze @ wharton . upenn . edu *",0
"Subject: meter 1431 - nov 1999
aimee ,
sitara deal 92943 for meter 1431 has expired on oct 31 , 1999 . settlements
is unable to draft an invoice for this deal . this deal either needs to be
extended or a new deal needs to be set up . please let me know when this is
resolved . we need it resolved by friday , dec 17 .
hc",0
"Subject: re : lost cell telephone
thanks !
chris samaniego on 12 / 18 / 2000 03 : 06 : 09 pm
to : "" ' shirley . crenshaw @ enron . com ' "" , enron
cc :
subject : re : lost cell telephone
request completed .
chris samaniego
account associate
houston cellular corporate accounts
petrochemical vertical
( 713 ) 562 - 2995 cellular
( 713 ) 345 - 7183 enron direct
( 713 ) 646 - 2415 fax
enron @ houstoncellular . com e - mail
samaniec @ houstoncellular . com e - mail
samaniec @ bellsouthips . com interactive pager
> - - - - - original message - - - - -
> from : shirley . crenshaw @ enron . com [ smtp : shirley . crenshaw @ enron . com ]
> sent : monday , december 18 , 2000 2 : 19 pm
> to : enron
> subject : lost cell telephone
>
> hello :
>
> vince kaminski left his cell phone on the bus last friday . he has
> contacted
> the bus line , but the person in charge of the lost and found is not in the
> office today .
>
> if there any way that we can put a hold on this telephone until he can see
> whether it has been turned in or not ?
>
> the cell # is : 713 / 410 - 5396 and the account # is : 88563580 .
>
> please let me know as soon as possible .
>
> thanks !
>
> shirley crenshaw
> 3 - 5290
> ebl 961
> shirley . crenshaw @ enron . com
>
>",0
"Subject: re : program attached ; march ny ro conference / participation
confirmation
lenos ,
thank you again for the invitation . i shall be glad
to attend and speak on the topic indicated in the program .
one correction : i am a vp .
thanks
vince
lenos trigeorgis on 01 / 01 / 2000 01 : 17 : 11 pm
to : gordon . sick @ rogroup . com
cc : gordon . sick @ rogroup . com ( bcc : vince j kaminski / hou / ect )
subject : program attached ; march ny ro conference / participation confirmation
the current version of the conference program is attached
please confirm your participation as speaker ( and confirm your presentation
title as listed on the attached conference program ) by next tuesday . the
program is about to be sent to the printers next week
please cc your reply also to gordon . sick @ rogroup . com
lenos
- nymarch 2000 conferencetimes . doc
lenos trigeorgis
professor of finance
university of cyprus
dept of business
75 kallipoleos , po box 20537
cy 1678 nicosia cyprus
tel : + 357 2 892261
fax : 339063",0
"Subject: my portfolio
hi
my name is ernie , i may not have the right email address , if not
please excuse my intrusion . if you are interested
in some web design work for your company .
please click the link below to see my portfolio :
http : / / www . mywebdesignportfo
lio . com /
thanks ,
ernie
if you would like to be removed from my address book permanently ,
please click this link and type remove in the subject line :
click
here : remove
",1
"Subject: harassment avoidance - clarification
* * clarification * *
harassment prevention training
this training is mandatory for all enron employees employed since the last
seminar was conducted in late 1998 or early 1999 . those who have already
attended enron harassment avoidance training will be offered a refresher
course in avoiding and preventing harassment .
to contribute our personal best at enron , our conduct must promote respectful
and co - operative work relationships . workplace harassment conflicts with
enron ' s vision and values and violates company policy . harassment also can
violate federal and state laws . by understanding what harassment is and its
potential harm , we can prevent it in our workplace .
during this training you will :
be able to recognize harassment
learn to take precautions against being harassed
learn to avoid being considered a harasser
know how to address a situation involving harassment
learn how harassment prevention is consistent with enron values
please click here ( ) to sign up for the session of your choice . if you
have problems registering or have any questions , please call 713 853 - 0357 .
we are pleased to announce that all employees of ews and ees will receive
harassment prevention training .
the dates and times available for the sessions are :
friday , feb 23 ; 1 : 00 - 2 : 30 ; 2 : 45 - 4 : 15
monday mar 5 ; 1 : 00 - 2 : 30 ; 2 : 45 - 4 : 15 ; 4 : 30 - 6 : 00
all training sessions will be held in the lasalle room at the doubletree
hotel .
there is a $ 50 charge for each attendee in the training session .",0
"Subject: re : interview
elizabeth ,
yes , manager .
thanks .
vince
from : elizabeth grant 01 / 10 / 2000 03 : 27 pm
to : vince j kaminski / hou / ect @ ect
cc :
subject : re : interview
we ' ll get right on it . are you looking at him for a specific level ( manager ? )
- elizabeth
vince j kaminski
01 / 10 / 2000 12 : 56 pm
to : elizabeth grant / hou / ect @ ect
cc : vince j kaminski / hou / ect @ ect , stinson gibner / hou / ect @ ect
subject : interview
elizabeth ,
we would like to invite bob lee for an interview , january 24 , monday .
he will be interviewed by me , stinson gibner ,
zimin lu , paulo issler , vasant shanbhogue , krishnarao pinnamaneni ,
grant masson .
thanks
vince",0
"Subject: - get a dell laptop computer free !
",1
"Subject: eastrans nomination effective march 1 , 2001
effective 3 / 1 / 01 , the deliveries into eastrans will be 30 , 000 mmbtu / dy
the redeliveries will be :
19500 mmbtu / dy from fuels cotton valley
10500 mmbtu / dy into pg & e",0
"Subject: enron / hpl nom for february 24 - 26 , 2001 and revision # 2 for 2 - 23
- 01
( see attached file : hplno 224 . xls ) ( see attached file :
hplno 223 . xls )
- hplno 224 . xls
- hplno 223 . xls",0
"Subject: new consultants added to enron tiger
enron tiger team :
we are pleased to tell you that professors howard kunreuther and paul
kleindorfer , opim dept , university of penn , will be consultants for the
enron tiger project 2001 . please feel free to contact them with any
questions or concerns : kunreuth @ wharton . upenn . edu and
kleindorfer @ wharton . upenn . edu
sincerely ,
donna piazze
program director
field application project
the wharton school
univ . of pennsylvania
( 215 ) 573 - 8394
( 215 ) 573 - 5727 fax
fap @ management . wharton . upenn . edu
piazze @ wharton . upenn . edu",0
"Subject: wti trading simulation presentation
john ,
i prepared the presentation in the way we discussed on wednesday .
in summary i have included the following scenarios :
tenor : 1 , 3 , 5 years back from nov , 2000
1 , 3 , 5 years back from nov , 1998
1 , 3 , 5 years back from nov . 1995
number of trade per day : 200 , 600 , 1000
bid - offer spread : $ 0 . 04 and $ 0 . 06
net open position allowed : 1 , 000 , 000 and 5 , 000 , 000
volume per trade is fixed at 1 , 000 bbl .
all together , there are 9 * 12 = 108 scenarios included in the presentation .
i will be on vocation starting next week . but i will check my e - mail and
phone
messages to make modifications you need .
happy holidays ,
zimin",0
"Subject: yes , even you can afford a cartie now - - costass k 6 zv
replicasonline - we never compromise on quality
rolex replica is our speciality
we guarantee lowest prices and highest quality
we are the direct manufacturers .
for top quality rolex watchs pleas visit :
here are some of our top brands :
yachtmaster
gmt - master ii
date - just
cosmograph
- - - - -
watch business newsletter
dpyndd @ angelfire . com
",1
"Subject: my resume
hi vince ,
i spoke with ray again , and he seems to have the background necessary to
work with the insurance group here .
he is not an actuary , but he can work with data . would you mind calling him
on the phone sometime next week ?
please let me know what time you would call him , so i can let him know . once
you speak with him , then maybe we can
bring him down for interviews , if you think it appropriate .
his business phone number is 816 889 4417
thanks ,
vasant
- - - - - - - - - - - - - - - - - - - - - - forwarded by vasant shanbhogue / hou / ect on 01 / 07 / 2000
11 : 01 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
"" spudeck , ray e . ms - res "" on 12 / 29 / 99 02 : 24 : 09 pm
to : vasant shanbhogue / hou / ect @ ect
cc :
subject : my resume
vasant ,
i enjoyed our telephone conversation this morning . from our conversation ,
it sounds like enron is moving out on the cutting edge of risk transfer and
insurance finance . in my mind , there seem to be a myriad number of
interesting opportunities moving forward . as well , i see a number of issues
that would need to be resolved . frankly , i find that quite exciting . i
left academics largely because i wanted to move into a more "" front line ""
career . while i ' ve enjoyed my work here at the naic , it is still not where i
ultimately see myself . i gathered from your comments some concern about my
being too senior in the organization . if i am interpreting you correctly ,
you are concerned about hands on technical work . i enjoy that immensely and
some of the strengths i bring to the table are the ability to think
creatively about solving financial problems and the the ability to make data
tell the underlying story .
i look forward to talking to you next week . i just found out that our
office building will be closed monday , so i will not be in until tuesday
a . m .
ray spudeck
sr . research associate
( 816 ) 889 - 4417
rspudeck @ naic . org
>
- resumeres . doc",0
"Subject: revision # 1 - hpl nom for february 23 , 2001
( see attached file : hplno 223 . xls )
- hplno 223 . xls",0
"Subject: improved process for engaging temporary workers
as you are aware , enron utilizes temporary staffing services to satisfy
staffing requirements throughout the company . for the past several months , a
project team , representing enron  , s temporary staffing users , have researched
and evaluated alternative managed services programs to determine which source
would best meet our current and future needs in terms of quality , performance
and cost containment objectives . the business unit implementation project
team members are :
laurie koenig , operations management , ees
carolyn vigne , administration , ee & cc
linda martin , accounting & accounts payable , corporate
beverly stephens , administration , ena
norma hasenjager , human resources , et & s
peggy mccurley , administration , networks
jane ellen weaver , enron broadband services
paulette obrecht , legal , corporate
george weber , gss
in addition , eric merten ( ebs ) , kathy cook ( ee 713 - 438 - 1400 )
amy binney , sharon b . sellers  ) operations
cherri carbonara  ) marketing / communications
cynthia duhon  ) staffing partner management",0
"Subject: spamassassin . taint . org
i discovered jmason . org in yahoo , my favorite directory . i am requesting that you create a link from jmason . org to my client ' s web site if you feel that their content is in some way related or complements your site . in exchange , i ' ll post a link from their site to yours .
exchanging links will help bring in more business for both your web site and my client ' s . an added benefit is increased search engine traffic because the search engines rank sites higher that have a good number of relevant links .
this is not a free - for - all link exchange , i don ' t waste my time with them and you shouldn ' t either . i am only linking to related web sites so that all my links are relevant to my site .
i would like to send you my client ' s web address , so that you can review their site . my client offers web site promotion and and optimization services for search engines .
please let me know if you are interested in exchanging links . i ' ll send you more details once i hear back from you .
looking forward to your reply .
sincerely ,
donna martos
donnamartos @ link - builder . com
http : / / www . link - builder . com
p . s . if for any reason you don ' t want me to contact again , just email me and let me know .",1
"Subject: re : congratulations
vince , thanks for your note . and congratulations backatcha ! i was
thrilled to see your name on the list as well . kristina",0
